Year,Mileage_Km,Engine_CC,Power_BHP,Previous_Owners,Accidents_Reported,Service_Score,Condition_Encoded,Brand_Hyundai,Brand_Kia,Brand_Mahindra,Brand_Maruti,Brand_Renault,Brand_Skoda,Brand_Tata,Brand_Toyota,Brand_Volkswagen,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,City_Bengaluru,City_Chandigarh,City_Delhi,City_Hyderabad,City_Jaipur,City_Kochi,City_Lucknow,City_Mumbai,City_Pune,Seller_Type_Dealer,Seller_Type_Individual
-0.4863912137411916,-0.22588338467787272,-0.32288237048654206,0.3044850821433459,-0.7343793195893167,-0.4426341938318415,-0.4541049754055279,0.6759029276646698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7254448029765217,0.08937077913559642,-0.6564313596903303,-0.330444226859451,-0.7343793195893167,1.477948070930047,-0.6146724805212946,-0.34192736340683294,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.3952682262794767,1.1157980888944223,-0.1205293170362439,0.42078401498049145,-0.7343793195893167,-0.4426341938318415,-0.5343887279634113,-0.34192736340683294,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.02840380715595,-0.19507586822129377,0.4798588635305749,0.4144975861784839,0.43332941218003157,-0.4426341938318415,0.18816504505753917,-0.34192736340683294,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.0923092221000483,0.7066799231063674,0.78672393359806,-0.43731351649358524,0.43332941218003157,-0.4426341938318415,0.10788129249965579,0.6759029276646698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.3313628113353784,-0.5793784381846917,-0.17612081523687526,-1.2074010447395507,0.43332941218003157,-0.4426341938318415,1.5529888385415567,-2.3775879455498385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7254448029765217,0.12297640947217656,-1.4324886745711443,-1.8957649985594143,-0.7343793195893167,-0.4426341938318415,0.5093000552890727,0.6759029276646698,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7254448029765217,-0.2505859253962672,0.6421860382764185,-0.7956399582080345,-0.7343793195893167,-0.4426341938318415,-0.8555237381949448,1.6937332187361724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4224857987970934,-0.753059345180726,0.12184961511850888,-0.22986136602732432,-0.7343793195893167,-0.4426341938318415,0.7501513129627229,-0.34192736340683294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7254448029765217,-1.2876686789203502,-1.4969748124838766,-0.7736374574010068,0.43332941218003157,3.3985303356919356,1.39242133342579,0.6759029276646698,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
